icd_9,disease_name,valid
"570       ","Acute hepatic necrosis","1"
"570       ","Acute hepatitis NOS","1"
"570       ","Acute noninfective hepatitis","1"
"570       ","Acute yellow atrophy of liver","1"
"570       ","Diffuse hepatic necrosis","1"
"570       ","Hepatic necrosis","1"
"570       ","Hepatodystrophy","1"
"570       ","Massive hepatic necrosis","1"
"570       ","Parenchymatous degeneration of liver","1"
"570       ","Subacute hepatic necrosis","1"
"570       ","Subacute noninfective hepatitis","1"
"570       ","Subacute yellow atrophy of liver","1"
"571       ","Chronic liver disease and cirrhosis","0"
"571.0     ","Alcoholic fatty liver","1"
"571.1     ","Acute alcoholic hepatitis","1"
"571.1     ","Acute alcoholic liver disease","1"
"571.1     ","Zieve's syndrome","1"
"571.2     ","Alcoholic cirrhosis of liver","1"
"571.2     ","Florid cirrhosis","1"
"571.2     ","Laennec's cirrhosis","1"
"571.3     ","Alcoholic liver damage NOS","1"
"571.3     ","Alcoholic liver damage, unspecified","1"
"571.3     ","ALD [Alcoholic liver damage]","1"
"571.4     ","Chronic hepatitis","0"
"571.4     ","Milk leg","0"
"571.40    ","Chronic hepatitis NOS","1"
"571.40    ","Chronic hepatitis, unspecified","1"
"571.41    ","Chronic persistent hepatitis","1"
"571.49    ","Bearn-Kunkel syndrome","1"
"571.49    ","Bearn-Kunkel-Slater syndrome","1"
"571.49    ","Chronic active hepatitis","1"
"571.49    ","Chronic aggressive hepatitis","1"
"571.49    ","Kunkel syndrome","1"
"571.49    ","Lupoid hepatitis","1"
"571.49    ","Recurrent hepatitis","1"
"571.5     ","Baumgarten-Cruveilhier disease","1"
"571.5     ","Baumgarten-Cruveilhier syndrome","1"
"571.5     ","Cirrhosis of liver NOS","1"
"571.5     ","Cirrhosis of liver without mention of alcohol","1"
"571.5     ","Cruveilhier-Baumgarten cirrhosis","1"
"571.5     ","Cruveilhier-Baumgarten disease","1"
"571.5     ","Cruveilhier-Baumgarten syndrome","1"
"571.5     ","Cryptogenic cirrhosis","1"
"571.5     ","Healed yellow atrophy of liver","1"
"571.5     ","Macronodular cirrhosis","1"
"571.5     ","Marchand multiple nodular hyperplasia","1"
"571.5     ","Micronodular cirrhosis","1"
"571.5     ","Portal cirrhosis","1"
"571.5     ","Posthepatitic cirrhosis","1"
"571.5     ","Postnecrotic cirrhosis","1"
"571.6     ","Biliary cirrhosis","1"
"571.6     ","Cholangitic cirrhosis","1"
"571.6     ","Cholestatic cirrhosis","1"
"571.6     ","Chronic nonsuppurative destructive cholangitis","1"
"571.6     ","PBC [Primary biliary cirrhosis]","1"
"571.6     ","Primary biliary cirrhosis","1"
"571.8     ","Chronic yellow atrophy of liver","1"
"571.8     ","Hepatosplenomegaly","1"
"571.8     ","Nonalcoholic fatty liver","1"
"571.8     ","Other chronic nonalcoholic liver disease","1"
"571.9     ","Chronic nonalcoholic liver disease NOS","1"
"571.9     ","Unspecified chronic liver disease without mention of alcohol","1"
"572       ","Liver abscess and sequelae of chronic liver disease","0"
"572.0     ","Abscess of liver","1"
"572.0     ","Abscess of liver NOS","1"
"572.0     ","Hepatic abscess NOS","1"
"572.1     ","Phlebitis of portal vein","1"
"572.1     ","Portal pyemia","1"
"572.1     ","Portal thrombophlebitis","1"
"572.1     ","Pylephlebitis","1"
"572.1     ","Pylethrombophlebitis","1"
"572.1     ","Pylethrombosis","1"
"572.1     ","Suppurative pylephlebitis","1"
"572.2     ","Encephalopathy, hepatic","1"
"572.2     ","Hepatic coma","1"
"572.2     ","Hepatic encephalopathy","1"
"572.2     ","Hepatocerebral intoxication","1"
"572.2     ","Portal-systemic encephalopathy","1"
"572.3     ","Portal hypertension","1"
"572.4     ","Hepatorenal","1"
"572.4     ","Hepatorenal syndrome","1"
"572.4     ","Heyd's syndrome","1"
"572.8     ","Flap, liver","1"
"572.8     ","Liver flap","1"
"572.8     ","Other sequelae of chronic liver disease","1"
"573       ","Other disorders of liver","0"
"573.0     ","Chronic passive congestion of liver","1"
"573.1     ","Hepatitis in viral diseases classified elsewhere","1"
"573.2     ","Hepatitis in other infectious diseases classified elsewhere","1"
"573.3     ","Glissonitis","1"
"573.3     ","Hepatitis NOS","1"
"573.3     ","Hepatitis, unspecified","1"
"573.3     ","Perihepatitis","1"
"573.3     ","Toxic noninfectious hepatitis","1"
"573.4     ","Hepatic infarction","1"
"573.8     ","Hepatalgia","1"
"573.8     ","Hepatocholangitis","1"
"573.8     ","Hepatoptosis","1"
"573.8     ","Hepatorrhexis","1"
"573.8     ","Hepatosis, toxic","1"
"573.8     ","Nutmeg liver","1"
"573.8     ","Other specified disorders of liver","1"
"573.8     ","Pleurohepatitis","1"
"573.8     ","Toxic hepatosis","1"
"573.9     ","Disease of liver NOS","1"
"573.9     ","Torpid liver","1"
"573.9     ","Unspecified disorder of liver","1"
"574       ","Cholelithiasis","0"
"574.0     ","Biliary calculus with acute cholecystitis","0"
"574.0     ","Calculus of cystic duct with acute cholecystitis","0"
"574.0     ","Calculus of gallbladder with acute cholecystitis","0"
"574.0     ","Cholelithiasis with acute cholecystitis","0"
"574.00    ","Cholelithiasis and acute cholecystitis without obstruction","1"
"574.01    ","Cholelithiasis and acute cholecystitis with obstruction","1"
"574.1     ","Biliary calculus with cholecystitis NOS","0"
"574.1     ","Calculus of cystic duct with cholecystitis NOS","0"
"574.1     ","Calculus of gallbladder with cholecystitis NOS","0"
"574.1     ","Calculus of gallbladder with other cholecystitis","0"
"574.1     ","Cholelithiasis with cholecystitis NOS","0"
"574.10    ","Cholelithiasis and cholecystitis without obstruction","1"
"574.11    ","Cholelithiasis and cholecystitis with obstruction","1"
"574.2     ","Biliary calculus NOS","0"
"574.2     ","Biliary colic","0"
"574.2     ","Calculus of cystic duct","0"
"574.2     ","Calculus of gallbladder without mention of cholecystitis","0"
"574.2     ","Cholelithiasis NOS","0"
"574.2     ","Gallstone NOS","0"
"574.2     ","Impacted gallstone of cystic duct","0"
"574.2     ","Impacted gallstone of gallbladder","0"
"574.2     ","Recurrent biliary colic","0"
"574.20    ","Calculus of cystic duct without obstruction","1"
"574.20    ","Cholelithiasis without obstruction","1"
"574.21    ","Calculus of cystic duct with obstruction","1"
"574.21    ","Cholelithiasis NOS with obstruction","1"
"574.3     ","Calculus of bile duct with acute cholecystitis","0"
"574.3     ","Calculus of common bile duct with acute cholecystitis","0"
"574.3     ","Choledocholithiasis with acute cholecystitis","0"
"574.30    ","Calculus of bile duct with acute cholecystitis without obstruction","1"
"574.30    ","Calculus of common bile duct with acute cholecystitis without obstruction","1"
"574.31    ","Calculus of bile duct with acute cholecystitis with obstruction","1"
"574.31    ","Calculus of common bile duct with acute cholecystitis with obstruction","1"
"574.4     ","Calculus of bile duct with cholecystitis NOS","0"
"574.4     ","Calculus of bile duct with chronic cholecystitis","0"
"574.4     ","Calculus of bile duct with other cholecystitis","0"
"574.4     ","Calculus of common bile duct with chronic cholecystitis","0"
"574.4     ","Choledocholithiasis with chronic cholecystitis","0"
"574.40    ","Calculus of bile duct with chronic cholecystitis without obstruction","1"
"574.41    ","Calculus of bile duct with chronic cholecystitis with obstruction","1"
"574.41    ","Calculus of common bile duct with chronic cholecystitis with obstruction","1"
"574.5     ","Calculus of bile duct NOS","0"
"574.5     ","Calculus of bile duct without mention of cholecystitis","0"
"574.5     ","Calculus of common duct","0"
"574.5     ","Calculus of hepatic duct","0"
"574.5     ","Choledocholithiasis","0"
"574.5     ","Hepatic colic","0"
"574.5     ","Hepatic lithiasis","0"
"574.5     ","Recurrent hepatic colic","0"
"574.50    ","Calculus of bile duct without obstruction","1"
"574.50    ","Calculus of common duct without obstruction","1"
"574.50    ","Calculus of hepatic duct without obstruction","1"
"574.51    ","Calculus of bile duct with obstruction","1"
"574.51    ","Calculus of common duct with obstruction","1"
"574.51    ","Calculus of hepatic duct with obstruction","1"
"574.60    ","Calculus of gallbladder & bile duct w/acute cholecystitis w/o obstruction","1"
"574.61    ","Calculus of gallbladder & bile duct w/acute cholecystitis, w/obstruction","1"
"574.70    ","Calculus of gallbladder & bile duct w/other cholecystitis, w/o obstruction","1"
"574.71    ","Calculus of gallbladder & bile duct w/other cholecystitis, w/obstruction","1"
"574.80    ","Calculus of gallbladder & bile duct with acute & chronic cholecystitis","1"
"574.81    ","Calculus of gallbladder & bile duct w/acute & chronic cholecystitis w/obstr","1"
"574.90    ","Calculus of gallbladder & bile duct without cholecystitis","1"
"574.91    ","Calculus of gallbladder & bile duct w/o cholecystitis but w/obstruction","1"
"575       ","Other disorders of gallbladder","0"
"575.0     ","Abscess of gallbladder","1"
"575.0     ","Acute acalculous cholecystitis","1"
"575.0     ","Acute cholecystitis","1"
"575.0     ","Acute cholecystitis without calculus","1"
"575.0     ","Acute emphysematous cholecystitis","1"
"575.0     ","Acute gangrenous cholecystitis","1"
"575.0     ","Acute suppurative cholecystitis","1"
"575.0     ","Angiocholecystitis","1"
"575.0     ","Bactericholia","1"
"575.0     ","Cholestitis, acute","1"
"575.0     ","Empyema of gallbladder","1"
"575.0     ","Gallbladder","1"
"575.0     ","Gangrene of gallbladder","1"
"575.0     ","Pericholecystic abscess","1"
"575.1     ","Acalculous cholecystitis","0"
"575.1     ","Cholecystitis NOS","0"
"575.1     ","Cholecystitis NOS without calculus","0"
"575.1     ","Chronic cholecystitis NOS","0"
"575.1     ","Chronic cholecystitis without calculus","0"
"575.1     ","Hepatocystitis","0"
"575.1     ","Other cholecystitis","0"
"575.1     ","Pericholecystitis","0"
"575.10    ","Cholecystitis, unspecified","1"
"575.11    ","Chronic cholecystitis","1"
"575.12    ","Acute and chronic cholecystitis","1"
"575.2     ","Obstruction of gallbladder","1"
"575.2     ","Occlusion of gallbladder","1"
"575.2     ","Stenosis of gallbladder","1"
"575.2     ","Stricture of gallbladder","1"
"575.3     ","Acute hydrops of gallbladder","1"
"575.3     ","Hydrops of gallbladder","1"
"575.3     ","Mucocele of gallbladder","1"
"575.4     ","Perforation of gallbladder","1"
"575.4     ","Rupture of gallbladder","1"
"575.5     ","Cholecystoduodenal fistula","1"
"575.5     ","Cholecystoenteric fistula","1"
"575.5     ","Cholocolic fistula","1"
"575.5     ","Fistula of gallbladder","1"
"575.5     ","Fistula of gallbladder NOS","1"
"575.6     ","Cholesterol imbibition","1"
"575.6     ","Cholesterolosis","1"
"575.6     ","Cholesterolosis of gallbladder","1"
"575.6     ","Cholesterosis","1"
"575.6     ","Imbibition, cholesterol","1"
"575.6     ","Strawberry gallbladder","1"
"575.8     ","Abnormal sacculation of gallbladder neck","1"
"575.8     ","Acholia","1"
"575.8     ","Adhesion of cystic duct","1"
"575.8     ","Adhesion of gallbladder","1"
"575.8     ","Atony of gallbladder","1"
"575.8     ","Atrophy of cystic duct","1"
"575.8     ","Atrophy of gallbladder","1"
"575.8     ","Biliary dyskinesia","1"
"575.8     ","Cholangiectasis","1"
"575.8     ","Cholangiohepatitis","1"
"575.8     ","Cyst of cystic duct","1"
"575.8     ","Cyst of gallbladder","1"
"575.8     ","Duodenocholangitis","1"
"575.8     ","Hartmann's pouch","1"
"575.8     ","Hemocholecyst","1"
"575.8     ","Hypertrophy of cystic duct","1"
"575.8     ","Hypertrophy of gallbladder","1"
"575.8     ","Nonfunctioning cystic duct","1"
"575.8     ","Nonfunctioning gallbladder","1"
"575.8     ","Other specified disorders of gallbladder","1"
"575.8     ","Rokitansky-Aschoff sinuses","1"
"575.8     ","Sinuses, Rokitansky-Aschoff","1"
"575.8     ","Ulcer of cystic duct","1"
"575.8     ","Ulcer of gallbladder","1"
"575.9     ","Disease of gallbladder NOS","1"
"575.9     ","Unspecified disorder of gallbladder","1"
"576       ","Other disorders of biliary tract","0"
"576.0     ","Postcholecystectomy syndrome","1"
"576.0     ","Reformed gallbladder","1"
"576.1     ","Acute cholangitis","1"
"576.1     ","Angiocholitis","1"
"576.1     ","Ascending cholangitis","1"
"576.1     ","Cholangiolitis","1"
"576.1     ","Cholangitis","1"
"576.1     ","Cholangitis NOS","1"
"576.1     ","Chronic cholangitis","1"
"576.1     ","Oriental cholangiohepatitis","1"
"576.1     ","Primary cholangitis","1"
"576.1     ","Primary sclerosing cholangitis","1"
"576.1     ","Recurrent cholangitis","1"
"576.1     ","Recurrent pyogenic cholangitis","1"
"576.1     ","Secondary cholangitis","1"
"576.1     ","Stenosing cholangitis","1"
"576.1     ","Suppurative cholangitis","1"
"576.2     ","Mirizzi's syndrome","1"
"576.2     ","Obstruction of bile duct","1"
"576.2     ","Obstruction of bile duct NOS","1"
"576.2     ","Occlusion of bile duct NOS","1"
"576.2     ","Stenosis of bile duct","1"
"576.2     ","Stricture of bile duct","1"
"576.3     ","Perforation of bile duct","1"
"576.3     ","Rupture of bile duct","1"
"576.4     ","Choledochoduodenal fistula","1"
"576.4     ","Fistula of bile duct","1"
"576.4     ","Fistula of bile duct NOS","1"
"576.5     ","Adhesion of bile duct","1"
"576.5     ","Atrophy of bile duct","1"
"576.5     ","Cyst of bile duct","1"
"576.5     ","Hypertrophy of bile duct","1"
"576.5     ","Oddi's sphincter spasm","1"
"576.5     ","Spasm of sphincter of Oddi","1"
"576.5     ","Stasis of bile duct","1"
"576.5     ","Ulcer of bile duct","1"
"576.8     ","Cholestasis","1"
"576.8     ","Hematobilia","1"
"576.8     ","Hemobilia","1"
"576.8     ","Other specified disorders of biliary tract","1"
"576.8     ","Sphincter of Oddi, sphincteritis","1"
"576.8     ","Sphincteritis, sphincter of Oddi","1"
"576.9     ","Disease of biliary tract NOS","1"
"576.9     ","Unspecified disorder of biliary tract","1"
"577       ","Apoplectic pancreatitis","0"
"577       ","Diseases of pancreas","0"
"577.0     ","Abscess of pancreas","1"
"577.0     ","Acute hemorrhagic pancreatitis","1"
"577.0     ","Acute necrosis of pancreas","1"
"577.0     ","Acute pancreatic necrosis","1"
"577.0     ","Acute pancreatitis","1"
"577.0     ","Fitz's syndrome","1"
"577.0     ","Idiopathic acute pancreatitis","1"
"577.0     ","Infectious necrosis of pancreas","1"
"577.0     ","Infective necrosis of pancreas","1"
"577.0     ","Pancreatitis","1"
"577.0     ","Pancreatitis NOS","1"
"577.0     ","Recurrent acute pancreatitis","1"
"577.0     ","Subacute pancreatitis","1"
"577.0     ","Suppurative pancreatitis","1"
"577.1     ","Chronic pancreatitis","1"
"577.1     ","Chronic pancreatitis NOS","1"
"577.1     ","Infectious pancreatitis","1"
"577.1     ","Interstitial pancreatitis","1"
"577.1     ","Painless pancreatitis","1"
"577.1     ","Recurrent pancreatitis","1"
"577.1     ","Relapsing pancreatitis","1"
"577.2     ","Cyst and pseudocyst of pancreas","1"
"577.2     ","Cyst of pancreas","1"
"577.2     ","Pancreatic pseudocyst","1"
"577.2     ","Pseudocyst of pancreas","1"
"577.8     ","Aseptic necrosis of pancreas","1"
"577.8     ","Atrophy of pancreas","1"
"577.8     ","Burke's syndrome","1"
"577.8     ","Calculus of pancreas","1"
"577.8     ","Cirrhosis of pancreas","1"
"577.8     ","Clarke-Hadfield syndrome","1"
"577.8     ","Fat necrosis of pancreas","1"
"577.8     ","Fibrosis of pancreas","1"
"577.8     ","Hadfield-Clarke syndrome","1"
"577.8     ","Necrosis of pancreas","1"
"577.8     ","Other specified diseases of pancreas","1"
"577.8     ","Pancreatic infantilism","1"
"577.8     ","Pancreatic necrosis","1"
"577.8     ","Pancreatolithiasis","1"
"577.9     ","Disease of pancreas NOS","1"
"577.9     ","Unspecified disease of pancreas","1"
"578       ","Gastrointestinal hemorrhage","0"
"578.0     ","Gastrorrhagia","1"
"578.0     ","Gastrostaxis","1"
"578.0     ","Hematemesis","1"
"578.0     ","Vomiting of blood","1"
"578.1     ","Blood in stool","1"
"578.1     ","Hematochezia","1"
"578.1     ","Melena","1"
"578.9     ","Enterorrhagia","1"
"578.9     ","Gastric bleeding NOS","1"
